StepCounter, Dynamics, ConfDynamics, NConDynamics,  Zeros,  Ones, ConfZeros, NConfZeros, ConfOnes, NConfOnes, RealRatioA, RealRatioB, Stress, ConfStress, NConStress, frameRate, NofClusters, MnClustersSize, MaxClustersSize, MinClustersSize, MnClustersDiam, MaxClustersDiam, MinClustersDiam, MnClustersBRat, MaxClustersBRat, MinClustersBRat, RatioA, RatioB, Noise, MaxStrengh, Distribution, Bias, N, Repetition, from, Walk1D
0,0,0,0,3060,2565,2648,412,2170,395,0.456,0.143466667,0.49324444,0.49372146,0.49039653,30.386616,394,13.37055838,420,2,4.274916618,49.517673,1,0.973306847,1,0.6666667,0.45,0.13999999,2,100,0,0,75,27,100, 0.0++0.01=0.501(2)
2000,0.047111113,0.0207555,0.20446096,3705,1920,3484,221,1334,586,0.456,0.143466667,0.24471112,0.15932441,0.7544919,32.055317,102,52.18627451,3606,2,3.017681067,52.3259,1,0.9607881,1,0.44262296,0.45,0.13999999,2,100,0,0,75,27,100, 0.0++0.01=0.501(2)
0,0,0,0,3039,2586,2627,412,2221,365,0.459733333,0.138133333,0.49377778,0.49502373,0.48600388,29.742914,373,14.06702413,533,2,4.125921084,49.57822,1,0.976737007,1,0.7692308,0.45,0.13999999,2,100,0,0,75,28,100, 0.0++0.01=0.501(2)
2000,0.04088889,0.01938944,0.17503217,3702,1923,3464,238,1384,539,0.459733333,0.138133333,0.23768888,0.15521865,0.7522523,33.031914,81,65.58024691,3598,2,3.596557642,52.3259,1,0.966678564,1,0.4583102,0.45,0.13999999,2,100,0,0,75,28,100, 0.0++0.01=0.501(2)
0,0,0,0,3033,2592,2589,444,2220,372,0.4608,0.145066667,0.50097775,0.50119567,0.49969363,30.597033,404,13.07673267,863,2,3.976051688,52.3259,1,0.978980884,1,0.7368421,0.45,0.13999999,2,100,0,0,75,29,100, 0.0++0.01=0.501(2)
2000,0.0528,0.020794343,0.24142157,3368,2257,3044,324,1765,492,0.4608,0.145066667,0.2519111,0.16742046,0.7498468,32.362045,67,78.98507463,3198,2,3.674827554,52.3259,1,0.962280334,1,0.48874298,0.45,0.13999999,2,100,0,0,75,29,100, 0.0++0.01=0.501(2)
0,0,0,0,3079,2546,2653,426,2189,357,0.452622222,0.1392,0.48977777,0.4908354,0.48323753,30.068304,356,14.84269663,1063,2,4.21139116,52.3259,1,0.974304409,1,0.75,0.45,0.13999999,2,100,0,0,75,30,100, 0.0++0.01=0.501(2)
2000,0.038755555,0.018793887,0.16219668,4110,1515,3933,177,909,606,0.452622222,0.1392,0.2392,0.15347481,0.76931673,32.61207,95,55.61052632,4042,2,3.306113448,52.3259,1,0.956626456,1,0.45150915,0.45,0.13999999,2,100,0,0,75,30,100, 0.0++0.01=0.501(2)
0,0,0,0,3073,2552,2630,443,2175,377,0.453688889,0.145777778,0.48977777,0.48972425,0.49009147,30.163595,372,14.06451613,819,2,4.050013711,52.3259,1,0.973897093,1,0.7368421,0.45,0.13999999,2,100,0,0,75,31,100, 0.0++0.01=0.501(2)
2000,0.039466668,0.017689906,0.16707318,3640,1985,3402,238,1403,582,0.453688889,0.145777778,0.25111112,0.16498439,0.7557927,32.87749,84,62.97619048,3549,2,3.376808834,52.3259,1,0.972622166,1,0.4888889,0.45,0.13999999,2,100,0,0,75,31,100, 0.0++0.01=0.501(2)
0,0,0,0,3038,2587,2600,438,2234,353,0.459911111,0.140622222,0.4960889,0.49508688,0.5022124,30.494314,391,13.51662404,317,2,4.437562307,40.718548,1,0.973392338,1,0.6585366,0.45,0.13999999,2,100,0,0,75,32,100, 0.0++0.01=0.501(2)
2000,0.046933334,0.020273065,0.20986094,3230,2395,2911,319,1923,472,0.459911111,0.140622222,0.2464,0.16371018,0.7517383,32.75131,76,69.59210526,2981,2,4.087533022,52.3259,1,0.953673404,1,0.47083333,0.45,0.13999999,2,100,0,0,75,32,100, 0.0++0.01=0.501(2)
0,0,0,0,3113,2512,2666,447,2173,339,0.446577778,0.139733333,0.49306667,0.49281877,0.49459288,30.414692,375,14.11733333,605,2,3.984115632,47.010635,1,0.980377572,1,0.73333335,0.45,0.13999999,2,100,0,0,75,33,100, 0.0++0.01=0.501(2)
2000,0.042844445,0.017978922,0.19592875,3758,1867,3528,230,1311,556,0.446577778,0.139733333,0.23991111,0.15834883,0.7420483,32.345062,85,62.41176471,3660,2,3.429172571,52.3259,1,0.961687938,1,0.4568306,0.45,0.13999999,2,100,0,0,75,33,100, 0.0++0.01=0.501(2)
0,0,0,0,3130,2495,2682,448,2148,347,0.443555556,0.141333333,0.4912889,0.49081263,0.49418238,30.099627,367,14.41961853,1198,2,4.09764844,52.3259,1,0.977549152,1,0.78,0.45,0.13999999,2,100,0,0,75,34,100, 0.0++0.01=0.501(2)
2000,0.038755555,0.015320911,0.18113208,3916,1709,3709,207,1121,588,0.443555556,0.141333333,0.24053334,0.15421842,0.7649371,32.30062,94,56.24468085,3810,2,3.247385291,52.3259,1,0.956220276,1,0.46299213,0.45,0.13999999,2,100,0,0,75,34,100, 0.0++0.01=0.501(2)
0,0,0,0,3070,2555,2674,396,2200,355,0.454222222,0.133511111,0.49626666,0.49653774,0.4945073,29.992311,380,13.85789474,1222,2,3.929451222,52.3259,1,0.979333247,1,0.7894737,0.45,0.13999999,2,100,0,0,75,35,100, 0.0++0.01=0.501(2)
2000,0.037866667,0.016208453,0.17842875,3415,2210,3160,255,1714,496,0.454222222,0.133511111,0.23555556,0.15305704,0.770972,32.344944,77,68.93506494,3247,2,3.353760369,52.3259,1,0.967351307,1,0.46280447,0.45,0.13999999,2,100,0,0,75,35,100, 0.0++0.01=0.501(2)
0,0,0,0,3157,2468,2685,472,2125,343,0.438755556,0.144888889,0.4919111,0.49215177,0.4904908,30.089966,345,15.27826087,789,2,4.090026051,52.3259,1,0.981565352,1,0.73282444,0.45,0.13999999,2,100,0,0,75,36,100, 0.0++0.01=0.501(2)
2000,0.037866667,0.013721414,0.1803681,4184,1441,4015,169,795,646,0.438755556,0.144888889,0.2488,0.15891372,0.7792945,32.33701,105,50.05714286,4127,2,2.944132204,52.3259,1,0.957746092,1,0.4456522,0.45,0.13999999,2,100,0,0,75,36,100, 0.0++0.01=0.501(2)
0,0,0,0,3099,2526,2672,427,2137,389,0.449066667,0.145066667,0.4977778,0.49623102,0.5068934,29.98554,387,13.54780362,716,2,4.014615123,50.931328,1,0.97818889,1,0.7209302,0.45,0.13999999,2,100,0,0,75,37,100, 0.0++0.01=0.501(2)
2000,0.046577778,0.016843418,0.22181372,3786,1839,3552,234,1257,582,0.449066667,0.145066667,0.24675556,0.16170202,0.74800855,32.5716,80,66.175,3699,2,4.176856445,52.3259,1,0.945713984,1,0.48012978,0.45,0.13999999,2,100,0,0,75,37,100, 0.0++0.01=0.501(2)
0,0,0,0,3096,2529,2676,420,2189,340,0.4496,0.135111111,0.4992,0.49948612,0.49736843,30.230068,398,13.25125628,678,2,4.003936547,51.62364,1,0.980355463,1,0.75,0.45,0.13999999,2,100,0,0,75,38,100, 0.0++0.01=0.501(2)
2000,0.037155554,0.016443988,0.16973685,4041,1584,3849,192,1016,568,0.4496,0.135111111,0.23537777,0.15190133,0.7697368,32.91008,77,68.37662338,3973,2,3.838870542,52.3259,1,0.961771929,1,0.45104456,0.45,0.13999999,2,100,0,0,75,38,100, 0.0++0.01=0.501(2)
0,0,0,0,3083,2542,2643,440,2223,319,0.451911111,0.134933333,0.49164444,0.4926531,0.48517787,30.47224,357,14.80952381,899,2,4.414392013,52.3259,1,0.972534555,1,0.7647059,0.45,0.13999999,2,100,0,0,75,39,100, 0.0++0.01=0.501(2)
2000,0.046933334,0.019934237,0.22002634,3350,2275,3069,281,1797,478,0.451911111,0.134933333,0.23626667,0.15687937,0.745224,32.32315,74,72.02702703,3118,2,4.062653186,52.3259,1,0.951919399,1,0.4090909,0.45,0.13999999,2,100,0,0,75,39,100, 0.0++0.01=0.501(2)
0,0,0,0,3153,2472,2734,419,2116,356,0.439466667,0.137777778,0.48977777,0.48840207,0.4983871,30.053759,360,14.56944444,997,2,4.064835824,52.3259,1,0.977957791,1,0.75,0.45,0.13999999,2,100,0,0,75,40,100, 0.0++0.01=0.501(2)
2000,0.035377778,0.014639176,0.1651613,4238,1387,4087,151,763,624,0.439466667,0.137777778,0.23937778,0.15257733,0.7825807,33.02831,98,53.94897959,4193,2,3.271342807,52.3259,1,0.96132911,1,0.45,0.45,0.13999999,2,100,0,0,75,40,100, 0.0++0.01=0.501(2)
0,0,0,0,3180,2445,2725,455,2111,334,0.434666667,0.140266667,0.4911111,0.49035877,0.49572244,30.703154,375,13.93333333,1345,2,3.947343485,52.3259,1,0.980333819,1,0.74285716,0.45,0.13999999,2,100,0,0,75,41,100, 0.0++0.01=0.501(2)
2000,0.03342222,0.013027296,0.15842839,3953,1672,3758,195,1078,594,0.434666667,0.140266667,0.23875555,0.15128723,0.77487326,32.314133,90,58.58888889,3872,2,3.15921231,52.3259,1,0.957333572,1,0.4622934,0.45,0.13999999,2,100,0,0,75,41,100, 0.0++0.01=0.501(2)
0,0,0,0,3003,2622,2591,412,2262,360,0.466133333,0.137244444,0.4951111,0.4960849,0.48898965,30.039309,375,14.104,339,2,4.352812431,39.39543,1,0.974772972,1,0.75,0.45,0.13999999,2,100,0,0,75,42,100, 0.0++0.01=0.501(2)
2000,0.040177777,0.016690707,0.18782383,3913,1712,3712,201,1141,571,0.466133333,0.137244444,0.2392889,0.15534206,0.7670013,32.88692,79,66.88607595,3826,2,3.881382381,52.3259,1,0.948586396,1,0.4385965,0.45,0.13999999,2,100,0,0,75,42,100, 0.0++0.01=0.501(2)
0,0,0,0,3099,2526,2652,447,2204,322,0.449066667,0.136711111,0.4976,0.49915054,0.48780885,30.480354,410,12.84146341,511,2,4.048060891,43.60046,1,0.980555533,1,0.7777778,0.45,0.13999999,2,100,0,0,75,43,100, 0.0++0.01=0.501(2)
2000,0.031466667,0.012355848,0.15214564,4189,1436,4040,149,816,620,0.449066667,0.136711111,0.23795556,0.15035523,0.7911248,32.420616,90,58.3,4138,2,3.350339225,52.3259,1,0.952359415,1,0.46230063,0.45,0.13999999,2,100,0,0,75,43,100, 0.0++0.01=0.501(2)
0,0,0,0,3110,2515,2652,458,2189,326,0.447111111,0.139377778,0.49226665,0.49468085,0.47735968,30.06976,382,13.84031414,1123,2,4.00406101,52.3259,1,0.974734676,1,0.8,0.45,0.13999999,2,100,0,0,75,44,100, 0.0++0.01=0.501(2)
2000,0.04337778,0.021070028,0.18112245,3612,2013,3343,269,1498,515,0.447111111,0.139377778,0.24035555,0.15663086,0.7573342,32.289997,72,73.31944444,3413,2,4.146314296,52.3259,1,0.940834862,1,0.45736888,0.45,0.13999999,2,100,0,0,75,44,100, 0.0++0.01=0.501(2)
0,0,0,0,3032,2593,2584,448,2244,349,0.460977778,0.141688889,0.4888,0.48959196,0.4840025,29.967916,387,13.56330749,256,2,4.226295974,40.24922,1,0.972325433,1,0.6,0.45,0.13999999,2,100,0,0,75,45,100, 0.0++0.01=0.501(2)
2000,0.047288887,0.02071251,0.20828106,3585,2040,3339,246,1489,551,0.460977778,0.141688889,0.24737778,0.16386184,0.7532936,32.36879,78,67.75641026,3471,2,3.805150426,52.3259,1,0.956484843,1,0.43537414,0.45,0.13999999,2,100,0,0,75,45,100, 0.0++0.01=0.501(2)
0,0,0,0,3091,2534,2637,454,2201,333,0.450488889,0.139911111,0.49146667,0.49144793,0.49158195,30.036112,393,13.41221374,629,2,4.201547031,46.400433,1,0.976876048,1,0.75,0.45,0.13999999,2,100,0,0,75,46,100, 0.0++0.01=0.501(2)
2000,0.042133335,0.017982638,0.1905972,3879,1746,3653,226,1185,561,0.450488889,0.139911111,0.23555556,0.15184477,0.75015885,32.648136,74,71.71621622,3786,2,4.006741427,52.3259,1,0.960699863,1,0.4471738,0.45,0.13999999,2,100,0,0,75,46,100, 0.0++0.01=0.501(2)
0,0,0,0,3119,2506,2689,430,2145,361,0.445511111,0.140622222,0.49573332,0.49622467,0.4927307,30.30928,403,13.02233251,634,2,3.960932068,45.80393,1,0.97718297,1,0.75384617,0.45,0.13999999,2,100,0,0,75,47,100, 0.0++0.01=0.501(2)
2000,0.040355556,0.018411255,0.1744627,3899,1726,3697,202,1137,589,0.445511111,0.140622222,0.24302222,0.15683182,0.76975346,33.445442,90,58.54444444,3800,2,3.373394024,52.3259,1,0.965644241,1,0.46973684,0.45,0.13999999,2,100,0,0,75,47,100, 0.0++0.01=0.501(2)
0,0,0,0,3094,2531,2647,447,2157,374,0.449955556,0.145955556,0.49528888,0.49396336,0.5030451,30.910725,368,14.29076087,634,2,4.192428632,50.24938,1,0.978975977,1,0.6818182,0.45,0.13999999,2,100,0,0,75,48,100, 0.0++0.01=0.501(2)
2000,0.0528,0.022897586,0.22777101,3572,2053,3305,267,1499,554,0.449955556,0.145955556,0.24737778,0.16494067,0.7297503,32.821682,86,62.11627907,3459,2,3.287545644,52.3259,1,0.962589139,1,0.4836658,0.45,0.13999999,2,100,0,0,75,48,100, 0.0++0.01=0.501(2)
0,0,0,0,3068,2557,2613,455,2193,364,0.454577778,0.1456,0.4992,0.49921972,0.49908423,30.456215,373,14.21179625,613,2,4.300196919,52.3259,1,0.979836564,1,0.77272725,0.45,0.13999999,2,100,0,0,75,49,100, 0.0++0.01=0.501(2)
2000,0.041955557,0.017270079,0.18681319,3785,1840,3536,249,1270,570,0.454577778,0.1456,0.2512,0.16450791,0.75992066,32.525383,85,62.08235294,3655,2,3.496500501,52.3259,1,0.970794711,1,0.47934335,0.45,0.13999999,2,100,0,0,75,49,100, 0.0++0.01=0.501(2)
0,0,0,0,3126,2499,2688,438,2162,337,0.444266667,0.137777778,0.49688888,0.49786082,0.49080646,30.220974,393,13.38676845,297,2,4.278007531,33.37664,1,0.976180859,1,0.7358491,0.45,0.13999999,2,100,0,0,75,50,100, 0.0++0.01=0.501(2)
2000,0.033777777,0.015670104,0.14709677,4102,1523,3951,151,899,624,0.444266667,0.137777778,0.2424,0.15381444,0.7967742,33.124935,99,53.12121212,4033,2,3.107202501,52.3259,1,0.959204774,1,0.4656583,0.45,0.13999999,2,100,0,0,75,50,100, 0.0++0.01=0.501(2)
0,0,0,0,3091,2534,2661,430,2154,380,0.450488889,0.144,0.49484444,0.49475598,0.49537036,30.685127,369,14.3604336,737,2,4.269385878,52.3259,1,0.978033638,1,0.72727275,0.45,0.13999999,2,100,0,0,75,51,100, 0.0++0.01=0.501(2)
2000,0.029333333,0.012668744,0.12839507,4091,1534,3920,171,895,639,0.450488889,0.144,0.24577777,0.15558152,0.78194445,32.602436,106,49.69811321,4019,2,3.004176274,52.3259,1,0.971730963,1,0.47474498,0.45,0.13999999,2,100,0,0,75,51,100, 0.0++0.01=0.501(2)
0,0,0,0,3098,2527,2667,431,2189,338,0.449244444,0.136711111,0.4911111,0.49181426,0.486671,30.197279,352,14.94602273,1195,2,4.121232361,52.3259,1,0.976984178,1,0.6875,0.45,0.13999999,2,100,0,0,75,52,100, 0.0++0.01=0.501(2)
2000,0.041066665,0.016680395,0.19505852,4059,1566,3868,191,988,578,0.449244444,0.136711111,0.2352,0.1501493,0.7722692,33.157967,93,56.78494624,3982,2,3.259155817,52.3259,1,0.959526693,1,0.43746862,0.45,0.13999999,2,100,0,0,75,52,100, 0.0++0.01=0.501(2)
0,0,0,0,3039,2586,2622,417,2227,359,0.459733333,0.137955556,0.49422222,0.49538565,0.4869523,30.736542,371,14.19946092,451,2,4.348105317,42.80187,1,0.97557237,1,0.68421054,0.45,0.13999999,2,100,0,0,75,53,100, 0.0++0.01=0.501(2)
2000,0.042488888,0.016498247,0.20489691,3432,2193,3144,288,1705,488,0.459733333,0.137955556,0.23902223,0.15544443,0.76127577,33.540337,63,83.93650794,3298,2,3.164291751,52.3259,1,0.972121781,1,0.43617022,0.45,0.13999999,2,100,0,0,75,53,100, 0.0++0.01=0.501(2)
0,0,0,0,3092,2533,2648,444,2165,368,0.450311111,0.144355556,0.49013335,0.4892219,0.4955357,31.004492,352,14.99715909,582,2,4.197283629,52.3259,1,0.973351285,1,0.7241379,0.45,0.13999999,2,100,0,0,75,54,100, 0.0++0.01=0.501(2)
2000,0.03502222,0.014336173,0.15763547,4170,1455,3998,172,815,640,0.450311111,0.144355556,0.24782223,0.15795761,0.7804803,32.800983,97,54.26804124,4125,2,3.328614417,52.3259,1,0.962310594,1,0.47733334,0.45,0.13999999,2,100,0,0,75,54,100, 0.0++0.01=0.501(2)
0,0,0,0,3011,2614,2628,383,2239,375,0.464711111,0.134755556,0.49715555,0.49537703,0.5085752,30.363163,390,13.48717949,458,2,4.344445872,45.80393,1,0.974226534,1,0.7258065,0.45,0.13999999,2,100,0,0,75,55,100, 0.0++0.01=0.501(2)
2000,0.034133334,0.013149784,0.16886544,3870,1755,3657,213,1210,545,0.464711111,0.134755556,0.23226666,0.14824328,0.7717678,33.091522,89,59.52808989,3777,2,3.313386488,52.3259,1,0.966302064,1,0.44426793,0.45,0.13999999,2,100,0,0,75,55,100, 0.0++0.01=0.501(2)
0,0,0,0,3122,2503,2714,408,2192,311,0.444977778,0.127822222,0.49591112,0.4949042,0.5027816,30.64829,382,13.79319372,461,2,4.187916097,44.65423,1,0.979702805,1,0.75,0.45,0.13999999,2,100,0,0,75,56,100, 0.0++0.01=0.501(2)
2000,0.030577777,0.00998777,0.17107093,4343,1282,4233,110,673,609,0.444977778,0.127822222,0.2208,0.13710253,0.7918985,32.264904,104,51.18269231,4309,2,2.919746705,52.3259,1,0.961742738,1,0.4195869,0.45,0.13999999,2,100,0,0,75,56,100, 0.0++0.01=0.501(2)
0,0,0,0,3128,2497,2631,497,2162,335,0.443911111,0.147911111,0.48933333,0.4908982,0.48031852,29.981615,375,14.03466667,343,2,4.185632209,43.046486,1,0.974828794,1,0.7586207,0.45,0.13999999,2,100,0,0,75,57,100, 0.0++0.01=0.501(2)
2000,0.034311112,0.011892343,0.16346154,3943,1682,3724,219,1069,613,0.443911111,0.147911111,0.24817778,0.15864281,0.76397234,33.00056,92,57.18478261,3862,2,3.253907322,52.3259,1,0.969348818,1,0.48058,0.45,0.13999999,2,100,0,0,75,57,100, 0.0++0.01=0.501(2)
0,0,0,0,3015,2610,2612,403,2252,358,0.464,0.135288889,0.4967111,0.49820107,0.48718792,30.48888,397,13.2720403,593,2,4.061154022,43.046486,1,0.976801796,1,0.7619048,0.45,0.13999999,2,100,0,0,75,58,100, 0.0++0.01=0.501(2)
2000,0.040533334,0.018708881,0.18002628,3447,2178,3170,277,1694,484,0.464,0.135288889,0.23546667,0.15414268,0.75525624,32.2095,65,81.16923077,3272,2,3.655921824,52.3259,1,0.962240098,1,0.38688526,0.45,0.13999999,2,100,0,0,75,58,100, 0.0++0.01=0.501(2)
0,0,0,0,3031,2594,2618,413,2206,388,0.461155556,0.1424,0.49475557,0.4944289,0.49672285,29.971968,402,13.16666667,360,2,4.184812545,38.078865,1,0.974379824,1,0.7777778,0.45,0.13999999,2,100,0,0,75,59,100, 0.0++0.01=0.501(2)
2000,0.0384,0.016583748,0.16978776,3579,2046,3316,263,1508,538,0.461155556,0.1424,0.24577777,0.15974814,0.7638889,32.328976,87,60.86206897,3448,2,3.486661648,52.3259,1,0.95977801,1,0.4625,0.45,0.13999999,2,100,0,0,75,59,100, 0.0++0.01=0.501(2)
0,0,0,0,3137,2488,2721,416,2139,349,0.442311111,0.136,0.49173334,0.49097222,0.49656862,29.994598,376,13.91755319,635,2,4.118002327,51.62364,1,0.978629552,1,0.7777778,0.45,0.13999999,2,100,0,0,75,60,100, 0.0++0.01=0.501(2)
2000,0.038044445,0.016666668,0.17385621,4322,1303,4181,141,679,624,0.442311111,0.136,0.23493333,0.14861111,0.78333336,32.580696,104,50.69230769,4286,2,2.820803314,52.3259,1,0.954827991,1,0.4489796,0.45,0.13999999,2,100,0,0,75,60,100, 0.0++0.01=0.501(2)
0,0,0,0,3134,2491,2696,438,2125,366,0.442844444,0.142933333,0.49946666,0.49914438,0.5013993,30.21284,380,13.95,860,2,4.232973812,52.3259,1,0.981144192,1,0.79310346,0.45,0.13999999,2,100,0,0,75,61,100, 0.0++0.01=0.501(2)
2000,0.043022223,0.016801493,0.20024876,4165,1460,3994,171,827,633,0.442844444,0.142933333,0.24328889,0.15634723,0.7646144,32.27912,96,55.01041667,4092,2,3.3846302,52.3259,1,0.954130221,1,0.44990224,0.45,0.13999999,2,100,0,0,75,61,100, 0.0++0.01=0.501(2)
0,0,0,0,3116,2509,2718,398,2176,333,0.446044444,0.129955556,0.49688888,0.49657744,0.498974,29.95431,391,13.52429668,396,2,4.045359378,42.059483,1,0.977882328,1,0.64705884,0.45,0.13999999,2,100,0,0,75,62,100, 0.0++0.01=0.501(2)
2000,0.028977778,0.01225991,0.14090288,4330,1295,4206,124,688,607,0.446044444,0.129955556,0.22791111,0.14160196,0.80574554,32.36109,87,60.25287356,4289,2,2.910885241,52.3259,1,0.963816782,1,0.43576592,0.45,0.13999999,2,100,0,0,75,62,100, 0.0++0.01=0.501(2)
0,0,0,0,3069,2556,2660,409,2168,388,0.4544,0.141688889,0.49493334,0.49518433,0.4934128,29.984549,364,14.41208791,1150,2,4.115132825,52.3259,1,0.972904365,1,0.64705884,0.45,0.13999999,2,100,0,0,75,63,100, 0.0++0.01=0.501(2)
2000,0.039644446,0.017398508,0.17440401,3781,1844,3556,225,1272,572,0.4544,0.141688889,0.24328889,0.15606877,0.77164364,32.31096,90,58.62222222,3676,2,3.447654892,52.3259,1,0.959962602,1,0.47007617,0.45,0.13999999,2,100,0,0,75,63,100, 0.0++0.01=0.501(2)
0,0,0,0,3130,2495,2688,442,2162,333,0.443555556,0.137777778,0.49555555,0.4954897,0.49596775,29.989363,402,13.15920398,327,2,4.186049047,39.92493,1,0.976345908,1,0.8,0.45,0.13999999,2,100,0,0,75,64,100, 0.0++0.01=0.501(2)
2000,0.03928889,0.016907217,0.17935483,3826,1799,3624,202,1226,573,0.443555556,0.137777778,0.2392,0.15515465,0.7651613,32.44386,95,55.78947368,3735,2,3.224193779,52.3259,1,0.967042515,1,0.46372154,0.45,0.13999999,2,100,0,0,75,64,100, 0.0++0.01=0.501(2)
0,0,0,0,3169,2456,2694,475,2131,325,0.436622222,0.142222222,0.4951111,0.49512953,0.495,30.123755,394,13.26395939,1267,2,3.739414186,52.3259,1,0.978696791,1,0.6666667,0.45,0.13999999,2,100,0,0,75,65,100, 0.0++0.01=0.501(2)
2000,0.032177776,0.012435233,0.15125,4131,1494,3978,153,847,647,0.436622222,0.142222222,0.2432,0.15360104,0.7835938,32.43316,95,55.30526316,4075,2,3.187948438,52.3259,1,0.963123562,1,0.4676259,0.45,0.13999999,2,100,0,0,75,65,100, 0.0++0.01=0.501(2)
0,0,0,0,3101,2524,2665,436,2174,350,0.448711111,0.139733333,0.49333334,0.4948853,0.48377863,30.043716,385,13.64155844,912,2,4.031375334,52.3259,1,0.976362991,1,0.75,0.45,0.13999999,2,100,0,0,75,66,100, 0.0++0.01=0.501(2)
2000,0.041955557,0.015292415,0.20610687,3739,1886,3504,235,1335,551,0.448711111,0.139733333,0.24702223,0.16160364,0.77290076,32.590965,78,67.46153846,3633,2,3.126083162,52.3259,1,0.970346943,1,0.47976878,0.45,0.13999999,2,100,0,0,75,66,100, 0.0++0.01=0.501(2)
0,0,0,0,3105,2520,2685,420,2197,323,0.448,0.132088889,0.49031112,0.48881093,0.50016826,30.18274,371,14.11051213,1523,2,3.770360265,52.3259,1,0.978954537,1,0.71428573,0.45,0.13999999,2,100,0,0,75,67,100, 0.0++0.01=0.501(2)
2000,0.030933334,0.012494879,0.15208614,4353,1272,4223,130,659,613,0.448,0.132088889,0.23057778,0.14384474,0.80047107,33.32883,100,52.84,4314,2,2.872999355,52.3259,1,0.957847116,1,0.44089013,0.45,0.13999999,2,100,0,0,75,67,100, 0.0++0.01=0.501(2)
0,0,0,0,3052,2573,2597,455,2189,384,0.457422222,0.149155556,0.49982223,0.50125366,0.49165672,30.822582,398,13.19346734,236,2,4.408935218,35.383614,1,0.977730696,1,0.8,0.45,0.13999999,2,100,0,0,75,68,100, 0.0++0.01=0.501(2)
2000,0.034844443,0.013163393,0.15852205,3993,1632,3786,207,1000,632,0.457422222,0.149155556,0.25004444,0.15863979,0.7714541,32.244156,89,58.92134831,3906,2,3.346598025,52.3259,1,0.963684804,1,0.47926268,0.45,0.13999999,2,100,0,0,75,68,100, 0.0++0.01=0.501(2)
0,0,0,0,3038,2587,2560,478,2200,387,0.459911111,0.153777778,0.49573332,0.49750525,0.48598266,30.096964,378,13.96560847,877,2,4.152627234,52.3259,1,0.976385577,1,0.7777778,0.45,0.13999999,2,100,0,0,75,69,100, 0.0++0.01=0.501(2)
2000,0.04088889,0.017016808,0.17225434,3591,2034,3307,284,1453,581,0.459911111,0.153777778,0.2576,0.16586134,0.76242775,32.621796,95,55.17894737,3419,2,2.964692171,52.3259,1,0.97979548,1,0.49137175,0.45,0.13999999,2,100,0,0,75,69,100, 0.0++0.01=0.501(2)
0,0,0,0,3073,2552,2666,407,2184,368,0.453688889,0.137777778,0.4928889,0.4918299,0.49951613,30.272762,378,13.91798942,502,2,4.110484212,41.14608,1,0.978591685,1,0.7777778,0.45,0.13999999,2,100,0,0,75,70,100, 0.0++0.01=0.501(2)
2000,0.038755555,0.016494846,0.17806451,3670,1955,3424,246,1426,529,0.453688889,0.137777778,0.23848888,0.15229382,0.7779032,32.601604,90,58.63333333,3444,2,3.090070995,52.3259,1,0.969012344,1,0.4541231,0.45,0.13999999,2,100,0,0,75,70,100, 0.0++0.01=0.501(2)
0,0,0,0,3097,2528,2663,434,2182,346,0.449422222,0.138666667,0.49004444,0.48968008,0.4923077,30.24444,395,13.27594937,450,2,4.152035544,44.102154,1,0.972424757,1,0.7058824,0.45,0.13999999,2,100,0,0,75,71,100, 0.0++0.01=0.501(2)
2000,0.030222222,0.012590299,0.1397436,4170,1455,4014,156,831,624,0.449422222,0.138666667,0.23955555,0.15147059,0.7866987,32.63002,99,53.32323232,4122,2,3.122156326,52.3259,1,0.959068144,1,0.456,0.45,0.13999999,2,100,0,0,75,71,100, 0.0++0.01=0.501(2)
0,0,0,0,3104,2521,2668,436,2150,371,0.448177778,0.143466667,0.49946666,0.49927357,0.5006196,30.242373,383,13.7232376,600,2,4.317873368,52.3259,1,0.980504858,1,0.8,0.45,0.13999999,2,100,0,0,75,72,100, 0.0++0.01=0.501(2)
2000,0.04177778,0.01826484,0.18215613,3835,1790,3599,236,1219,571,0.448177778,0.143466667,0.244,0.1570413,0.76316607,32.639618,86,61.40697674,3739,2,3.469588102,52.3259,1,0.965771087,1,0.46750468,0.45,0.13999999,2,100,0,0,75,72,100, 0.0++0.01=0.501(2)
0,0,0,0,3107,2518,2693,414,2152,366,0.447644444,0.138666667,0.49591112,0.49680084,0.4903846,30.28762,373,14.0616622,1272,2,3.979898851,52.3259,1,0.978495612,1,0.77272725,0.45,0.13999999,2,100,0,0,75,73,100, 0.0++0.01=0.501(2)
2000,0.041955557,0.016511869,0.2,3942,1683,3739,203,1106,577,0.447644444,0.138666667,0.24035555,0.15340558,0.78044873,32.034035,93,56.7311828,3868,2,3.258562963,52.3259,1,0.959464095,1,0.4679421,0.45,0.13999999,2,100,0,0,75,73,100, 0.0++0.01=0.501(2)
0,0,0,0,3059,2566,2610,449,2220,346,0.456177778,0.141333333,0.49546668,0.49591097,0.4927673,29.822197,354,14.84463277,872,2,4.44377437,50.931328,1,0.973367367,1,0.7777778,0.45,0.13999999,2,100,0,0,75,74,100, 0.0++0.01=0.501(2)
