StepCounter	 Dynamics	 ConfDynamics	 NConDynamics	  Zeros	  Ones	 ConfZeros	 NConfZeros	 ConfOnes	 NConfOnes	 Stress	 ConfStress	 NConStress	 frameRate	 NofClusters	 MnClustersSize	 MaxClustersSize	 MinClustersSize	 MnClustersDiam	 MaxClustersDiam	 MinClustersDiam	 MnClustersBRat	 MaxClustersBRat	 MinClustersBRat	 RatioA	 RatioB	 Noise	 MaxStrengh	 Distribution	 Bias	 N
10	 0.21777777	 0.10183411	 0.4325558	 3022	 2603	 2111	 911	 1542	 1061	 0.4263111	 0.32801807	 0.6083925	 9.024946	 219	 24.031963470319635	 2133	 2	 4.310596366995546	 52.3259	 1.0	 0.9606109258791083	 1.0	 0.73333335	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
11	 0.216	 0.10840405	 0.4153144	 3045	 2580	 2107	 938	 1546	 1034	 0.424	 0.32483575	 0.6076952	 8.702322	 197	 26.66497461928934	 1462	 2	 4.727346400319017	 52.3259	 1.0	 0.953800094309192	 1.0	 0.704918	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
12	 0.2056889	 0.0971804	 0.40669373	 3042	 2583	 2126	 916	 1527	 1056	 0.42657778	 0.32750478	 0.61010396	 8.774466	 222	 23.846846846846848	 1967	 2	 4.413757520216006	 52.3259	 1.0	 0.9540604318047429	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
13	 0.21013333	 0.10566658	 0.40365112	 3022	 2603	 2124	 898	 1529	 1074	 0.42506668	 0.32757324	 0.6056668	 8.76289	 229	 23.12663755458515	 1785	 2	 4.418198919712716	 52.3259	 1.0	 0.9599217327401107	 1.0	 0.71014494	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
14	 0.20871112	 0.096632905	 0.4163286	 3050	 2575	 2137	 913	 1516	 1059	 0.4248	 0.32517794	 0.6093433	 8.469375	 232	 22.82758620689655	 2074	 2	 4.424981236457825	 52.3259	 1.0	 0.9590604739456341	 1.0	 0.7017544	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
15	 0.2112	 0.111415274	 0.3960446	 3046	 2579	 2144	 902	 1509	 1070	 0.42453334	 0.32504106	 0.60883623	 8.446873	 215	 24.427906976744186	 2036	 2	 4.743580474409947	 52.3259	 1.0	 0.9530401562535485	 1.0	 0.7090909	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
16	 0.20657778	 0.099644125	 0.40466532	 3046	 2579	 2150	 896	 1503	 1076	 0.42648888	 0.32613605	 0.6123859	 8.589795	 229	 23.1353711790393	 2171	 2	 4.2399598854597995	 52.3259	 1.0	 0.9637537205583664	 1.0	 0.71428573	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
17	 0.21386667	 0.10730906	 0.4112576	 3069	 2556	 2168	 901	 1485	 1071	 0.42337778	 0.3245278	 0.60649085	 8.388393	 209	 25.272727272727273	 2115	 2	 4.553082560808464	 52.3259	 1.0	 0.9521373989479394	 1.0	 0.74121404	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
18	 0.21173333	 0.1086778	 0.40263692	 3044	 2581	 2149	 895	 1504	 1077	 0.42186666	 0.32558855	 0.6002155	 8.152171	 213	 24.948356807511736	 2106	 2	 4.476454634621669	 52.3259	 1.0	 0.9572132092686326	 1.0	 0.68	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
19	 0.21102223	 0.09526417	 0.42545637	 3041	 2584	 2145	 896	 1508	 1076	 0.42257777	 0.3243567	 0.60452586	 7.9992385	 201	 26.29353233830846	 1217	 2	 4.774942341135509	 52.3259	 1.0	 0.9509700723548433	 1.0	 0.65384614	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
20	 0.21226667	 0.09909663	 0.42190668	 3049	 2576	 2145	 904	 1508	 1068	 0.42382222	 0.32353544	 0.60959685	 8.075963	 202	 26.183168316831683	 2084	 2	 4.413160088038681	 52.3259	 1.0	 0.9558182391199735	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
21	 0.20035556	 0.095811665	 0.39401624	 3040	 2585	 2153	 887	 1500	 1085	 0.4256	 0.32555434	 0.610928	 8.22364	 204	 25.892156862745097	 1200	 2	 5.0078965928040295	 52.3259	 1.0	 0.9585881855557946	 1.0	 0.64285713	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
22	 0.21315555	 0.1144265	 0.3960446	 3023	 2602	 2143	 880	 1510	 1092	 0.4230222	 0.32538325	 0.60389197	 8.401954	 223	 23.816143497757846	 1800	 2	 4.344486169750915	 52.3259	 1.0	 0.9649243491112919	 1.0	 0.64	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
23	 0.21777777	 0.111141525	 0.4153144	 3006	 2619	 2105	 901	 1548	 1071	 0.42577776	 0.32702574	 0.60870945	 8.171939	 233	 22.751072961373392	 1328	 2	 4.656569926012227	 52.3259	 1.0	 0.9584784198216614	 1.0	 0.6888889	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
24	 0.20675555	 0.110594034	 0.38488844	 2999	 2626	 2063	 936	 1590	 1036	 0.42168888	 0.32281685	 0.6048428	 8.055304	 200	 26.535	 1818	 2	 4.900937836170197	 52.3259	 1.0	 0.9558108884096146	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
25	 0.208	 0.10457159	 0.3995943	 3033	 2592	 2115	 918	 1538	 1054	 0.42195556	 0.3236039	 0.6041455	 7.8954797	 224	 23.714285714285715	 1038	 2	 5.0371705788586825	 52.3259	 1.0	 0.9491629315806287	 1.0	 0.6885246	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
26	 0.21404445	 0.10840405	 0.4097363	 3035	 2590	 2127	 908	 1526	 1064	 0.4240889	 0.3269573	 0.60401875	 7.8821716	 230	 23.069565217391304	 2040	 2	 4.361228771313377	 52.3259	 1.0	 0.9607926042183585	 1.0	 0.6885246	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
27	 0.21315555	 0.10566658	 0.4122718	 3042	 2583	 2157	 885	 1496	 1087	 0.4256889	 0.32356966	 0.61485803	 7.762286	 206	 25.679611650485437	 1178	 2	 4.8653812269562655	 52.3259	 1.0	 0.9566104163243933	 1.0	 0.6440678	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
28	 0.20586666	 0.10183411	 0.39858013	 3042	 2583	 2139	 903	 1514	 1069	 0.4224	 0.32257733	 0.6073149	 7.92516	 211	 25.071090047393366	 2217	 2	 4.2295522000552355	 52.3259	 1.0	 0.9614623847165944	 1.0	 0.71428573	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
29	 0.20817778	 0.10648782	 0.39655173	 3051	 2574	 2160	 891	 1493	 1081	 0.42648888	 0.32480153	 0.61485803	 7.945733	 237	 22.345991561181435	 1621	 2	 4.430420658256434	 52.3259	 1.0	 0.9598724404467812	 1.0	 0.71794873	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
30	 0.21457778	 0.11086778	 0.40669373	 3026	 2599	 2117	 909	 1536	 1063	 0.42524445	 0.32521215	 0.61054766	 7.8218193	 228	 23.092105263157894	 781	 2	 5.227292021638469	 52.3259	 1.0	 0.9521164316357228	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
31	 0.19875556	 0.09909663	 0.38336715	 3000	 2625	 2097	 903	 1556	 1069	 0.42391112	 0.32596496	 0.6053499	 8.036476	 233	 22.721030042918454	 1739	 2	 4.608959989997962	 52.3259	 1.0	 0.9560489856634017	 1.0	 0.67241377	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
32	 0.216	 0.10019162	 0.4305274	 2995	 2630	 2087	 908	 1566	 1064	 0.42364445	 0.32411715	 0.6080122	 8.163733	 231	 22.813852813852815	 967	 2	 4.773129893071724	 52.3259	 1.0	 0.9554760933438421	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
33	 0.20675555	 0.099917874	 0.40466532	 2990	 2635	 2068	 922	 1585	 1050	 0.42613333	 0.32586232	 0.6118788	 8.214877	 231	 22.852813852813853	 1470	 2	 4.566042832481913	 52.3259	 1.0	 0.9639664565846001	 1.0	 0.72	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
34	 0.21013333	 0.108130306	 0.39908722	 3010	 2615	 2095	 915	 1558	 1057	 0.42328888	 0.32268	 0.60966027	 8.393072	 226	 23.221238938053098	 1156	 2	 4.756605160974823	 52.3259	 1.0	 0.9579983263944103	 1.0	 0.6627907	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
35	 0.2071111	 0.10128661	 0.403144	 2995	 2630	 2085	 910	 1568	 1062	 0.42355555	 0.32428825	 0.60744166	 8.331847	 215	 24.506976744186048	 1278	 2	 4.6988661660704505	 52.3259	 1.0	 0.9592407129531683	 1.0	 0.6101695	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
36	 0.20462222	 0.109499045	 0.38083163	 3004	 2621	 2097	 907	 1556	 1065	 0.42373332	 0.32257733	 0.61111814	 8.498525	 222	 23.81081081081081	 1079	 2	 4.650401626084302	 52.3259	 1.0	 0.9577864279618135	 1.0	 0.6363636	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
37	 0.1975111	 0.1023816	 0.37373224	 3021	 2604	 2097	 924	 1556	 1048	 0.42586666	 0.3225089	 0.61733013	 8.2917385	 226	 23.353982300884955	 819	 2	 4.890298745800964	 52.3259	 1.0	 0.9582998502043496	 1.0	 0.7008547	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
38	 0.20088889	 0.097727895	 0.39198783	 3035	 2590	 2112	 923	 1541	 1049	 0.42284444	 0.3214139	 0.6107378	 8.299255	 218	 24.353211009174313	 1531	 2	 4.756771219432901	 52.3259	 1.0	 0.9548235562963223	 1.0	 0.7058824	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
39	 0.21351111	 0.099644125	 0.4244422	 3026	 2599	 2110	 916	 1543	 1056	 0.42257777	 0.3223036	 0.6083291	 8.462102	 223	 23.717488789237667	 1203	 2	 4.72136628520863	 52.3259	 1.0	 0.9541639979644742	 1.0	 0.6756757	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
40	 0.21031111	 0.099644125	 0.4153144	 2997	 2628	 2084	 913	 1569	 1059	 0.42373332	 0.32312483	 0.61010396	 8.243759	 233	 22.682403433476395	 1334	 2	 4.744360803022917	 52.3259	 1.0	 0.9574387710493522	 1.0	 0.71428573	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
41	 0.20408888	 0.10347659	 0.39046654	 3009	 2616	 2086	 923	 1567	 1049	 0.424	 0.32185873	 0.61320996	 8.250626	 220	 23.813636363636363	 907	 2	 4.641259801387787	 52.3259	 1.0	 0.9619595644148913	 1.0	 0.6862745	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
42	 0.20888889	 0.10457159	 0.40212983	 3030	 2595	 2106	 924	 1547	 1048	 0.42328888	 0.32278264	 0.60947007	 8.425574	 212	 24.86320754716981	 1323	 2	 4.674501600692857	 52.3259	 1.0	 0.9570228094762226	 1.0	 0.60465115	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
43	 0.19946666	 0.09471667	 0.39350912	 3024	 2601	 2118	 906	 1535	 1066	 0.42275557	 0.3224747	 0.60851926	 8.529037	 217	 24.377880184331797	 854	 2	 5.022645557531014	 50.24938	 1.0	 0.9537381238651715	 1.0	 0.6987952	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
44	 0.21351111	 0.10676157	 0.4112576	 3017	 2608	 2120	 897	 1533	 1075	 0.42684445	 0.32743636	 0.61099136	 8.670794	 229	 23.200873362445414	 875	 2	 5.033397633956509	 52.3259	 1.0	 0.9530283264718201	 1.0	 0.65957445	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
45	 0.20302223	 0.10566658	 0.38336715	 2971	 2654	 2076	 895	 1577	 1077	 0.42435557	 0.32606763	 0.6064275	 8.673321	 218	 24.18807339449541	 1043	 2	 4.737879604921428	 52.3259	 1.0	 0.95487286246151	 1.0	 0.6785714	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
46	 0.2136889	 0.111141525	 0.40365112	 2999	 2626	 2068	 931	 1585	 1041	 0.42497778	 0.32517794	 0.6098504	 8.806256	 206	 25.606796116504853	 1263	 2	 5.278369150115449	 52.3259	 1.0	 0.9555374201640342	 1.0	 0.6846847	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
47	 0.20551111	 0.09526417	 0.4097363	 3013	 2612	 2074	 939	 1579	 1033	 0.42444444	 0.32483575	 0.60896295	 8.663558	 222	 23.67117117117117	 658	 2	 5.105881841333063	 48.9183	 1.0	 0.952607866880056	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
48	 0.21564445	 0.10758281	 0.4158215	 3024	 2601	 2089	 935	 1564	 1037	 0.42293334	 0.3208322	 0.61206895	 8.618921	 207	 25.318840579710145	 938	 2	 5.004635634053733	 52.3259	 1.0	 0.9536654237963728	 1.0	 0.6923077	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
49	 0.19928889	 0.096359156	 0.38995942	 2985	 2640	 2095	 890	 1558	 1082	 0.41875556	 0.31840268	 0.60465264	 8.739864	 203	 25.87192118226601	 1787	 2	 4.758932474211519	 52.3259	 1.0	 0.9599083726629248	 1.0	 0.6875	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
50	 0.20693333	 0.096906655	 0.4107505	 2997	 2628	 2079	 918	 1574	 1054	 0.42168888	 0.3197714	 0.6104843	 8.615911	 212	 24.90566037735849	 915	 2	 5.040045607202458	 52.3259	 1.0	 0.9557461252190033	 1.0	 0.6956522	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
51	 0.21422222	 0.10648782	 0.41379312	 2980	 2645	 2080	 900	 1573	 1072	 0.42026666	 0.31771833	 0.61023074	 8.537249	 212	 24.99056603773585	 1044	 2	 4.971446174495625	 52.3259	 1.0	 0.9617939672942432	 1.0	 0.65384614	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
52	 0.20231111	 0.099917874	 0.39198783	 2980	 2645	 2077	 903	 1576	 1069	 0.4208	 0.3195661	 0.6083291	 8.42689	 193	 27.248704663212436	 2063	 2	 4.362749213381752	 52.3259	 1.0	 0.965376195203455	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
53	 0.21813333	 0.1029291	 0.4315416	 2999	 2626	 2087	 912	 1566	 1060	 0.42355555	 0.32049	 0.6144777	 8.303354	 204	 25.94607843137255	 2050	 2	 4.350684105765586	 52.3259	 1.0	 0.9672727754303053	 1.0	 0.6969697	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
54	 0.20782222	 0.110046536	 0.38894522	 3018	 2607	 2113	 905	 1540	 1067	 0.42604443	 0.3206611	 0.62126017	 8.132226	 222	 23.743243243243242	 1771	 2	 4.380613192244693	 52.3259	 1.0	 0.9669958269810891	 1.0	 0.6	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
55	 0.19946666	 0.10265535	 0.37880325	 3022	 2603	 2102	 920	 1551	 1052	 0.42284444	 0.32134548	 0.6108646	 8.309752	 221	 23.755656108597286	 1596	 2	 4.544689153114595	 52.3259	 1.0	 0.9636940505709584	 1.0	 0.6923077	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
56	 0.20408888	 0.10703532	 0.38387424	 3024	 2601	 2115	 909	 1538	 1063	 0.42257777	 0.3204558	 0.61175203	 8.367054	 216	 24.444444444444443	 2163	 2	 4.409469128758819	 52.3259	 1.0	 0.9522801888761697	 1.0	 0.57575756	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
57	 0.20906667	 0.10101286	 0.40922922	 3050	 2575	 2118	 932	 1535	 1040	 0.42284444	 0.3215508	 0.6104843	 8.519088	 221	 23.81900452488688	 1982	 2	 4.447878820324376	 52.3259	 1.0	 0.9555819406768316	 1.0	 0.6883117	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
58	 0.2096	 0.10347659	 0.4061866	 3013	 2612	 2110	 903	 1543	 1069	 0.4231111	 0.32001096	 0.61409736	 8.655822	 206	 25.461165048543688	 1303	 2	 5.0119855183999515	 52.3259	 1.0	 0.9538745093114168	 1.0	 0.70689654	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
59	 0.19626667	 0.09499042	 0.38387424	 3069	 2556	 2145	 924	 1508	 1048	 0.42488888	 0.3214139	 0.61656946	 8.526567	 212	 24.87264150943396	 1796	 2	 4.53229296207428	 52.3259	 1.0	 0.9658867556531474	 1.0	 0.6956522	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
60	 0.20035556	 0.09499042	 0.39553753	 3022	 2603	 2120	 902	 1533	 1070	 0.42293334	 0.31983986	 0.6139072	 8.476654	 215	 24.632558139534883	 1946	 2	 4.498794230194979	 52.3259	 1.0	 0.9566604375839234	 1.0	 0.68421054	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
61	 0.19324444	 0.098001644	 0.36967546	 3055	 2570	 2134	 921	 1519	 1051	 0.42124444	 0.31778675	 0.612893	 8.35069	 221	 23.877828054298643	 2100	 2	 4.314232584038471	 52.3259	 1.0	 0.9574838849753816	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
62	 0.2016	 0.09608541	 0.3970588	 3027	 2598	 2133	 894	 1520	 1078	 0.4224889	 0.32055846	 0.61130834	 8.13174	 213	 24.788732394366196	 1051	 2	 4.832373666091704	 52.3259	 1.0	 0.9532447891056258	 1.0	 0.6785714	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
63	 0.1952	 0.0919792	 0.38640973	 3027	 2598	 2127	 900	 1526	 1072	 0.42275557	 0.3219272	 0.6095335	 8.069759	 202	 26.07920792079208	 883	 2	 5.028151843807485	 52.3259	 1.0	 0.9539795984135996	 1.0	 0.7439353	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
64	 0.20657778	 0.1029291	 0.39858013	 3063	 2562	 2141	 922	 1512	 1050	 0.42266667	 0.3202847	 0.6123225	 8.245824	 250	 21.06	 1962	 2	 4.204419085502624	 52.3259	 1.0	 0.9620442340373992	 1.0	 0.70212764	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
65	 0.2	 0.0971804	 0.39046654	 3010	 2615	 2144	 866	 1509	 1106	 0.4215111	 0.3216192	 0.60655427	 8.306673	 213	 24.732394366197184	 1987	 2	 4.634265822983684	 52.3259	 1.0	 0.9518705169919511	 1.0	 0.68421054	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
66	 0.20764445	 0.10320285	 0.40111563	 3020	 2605	 2143	 877	 1510	 1095	 0.42586666	 0.32531482	 0.6121324	 8.28556	 214	 24.649532710280372	 1570	 2	 4.904764423303515	 52.3259	 1.0	 0.9606400469196177	 1.0	 0.675	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
67	 0.2144	 0.110046536	 0.4077079	 2994	 2631	 2127	 867	 1526	 1105	 0.42444444	 0.3233986	 0.61162525	 8.447101	 200	 26.235	 762	 2	 5.327467305660248	 52.3259	 1.0	 0.9530038714408875	 1.0	 0.7058824	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
68	 0.21422222	 0.10347659	 0.4193712	 3053	 2572	 2143	 910	 1510	 1062	 0.42417777	 0.3236381	 0.6104209	 8.289446	 220	 23.868181818181817	 1270	 2	 4.723889087005095	 52.3259	 1.0	 0.9555502249435945	 1.0	 0.7368421	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
69	 0.21208888	 0.1023816	 0.4153144	 3062	 2563	 2169	 893	 1484	 1079	 0.4231111	 0.32042158	 0.61333674	 8.169829	 221	 23.65610859728507	 914	 2	 4.806524907841402	 52.3259	 1.0	 0.961216734275559	 1.0	 0.6666667	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
70	 0.20497778	 0.1086778	 0.38336715	 3083	 2542	 2168	 915	 1485	 1057	 0.42097777	 0.31785518	 0.6120056	 8.234687	 210	 24.85238095238095	 1062	 2	 4.519088843322936	 52.3259	 1.0	 0.9678384406226022	 1.0	 0.6	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
71	 0.20551111	 0.10156036	 0.39807302	 3075	 2550	 2181	 894	 1472	 1078	 0.42133334	 0.32001096	 0.6090264	 8.404449	 211	 24.81042654028436	 943	 2	 4.826296445317743	 52.3259	 1.0	 0.9629836497713604	 1.0	 0.55263156	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
72	 0.21688889	 0.10758281	 0.4193712	 3097	 2528	 2200	 897	 1453	 1075	 0.42373332	 0.31983986	 0.6161891	 8.565374	 218	 24.077981651376145	 1131	 2	 4.6429734793278055	 52.3259	 1.0	 0.959116131067276	 1.0	 0.6315789	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
73	 0.20888889	 0.10320285	 0.40466532	 3072	 2553	 2209	 863	 1444	 1109	 0.42497778	 0.3219272	 0.6158722	 8.677435	 227	 23.12775330396476	 1085	 2	 4.676373397201169	 52.3259	 1.0	 0.9589626925632292	 1.0	 0.6896552	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
74	 0.20675555	 0.09937038	 0.40567952	 3049	 2576	 2200	 849	 1453	 1123	 0.42168888	 0.3200794	 0.60991377	 8.800881	 207	 25.502415458937197	 1647	 2	 4.634894432652976	 52.3259	 1.0	 0.957718134790227	 1.0	 0.71929824	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
75	 0.20551111	 0.099644125	 0.4016227	 3053	 2572	 2170	 883	 1483	 1089	 0.4207111	 0.31963456	 0.6079488	 8.678895	 219	 24.168949771689498	 2213	 2	 4.290562793544439	 52.3259	 1.0	 0.9585355397773115	 1.0	 0.7017544	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
76	 0.20995556	 0.10347659	 0.4072008	 3068	 2557	 2178	 890	 1475	 1082	 0.42222223	 0.32018206	 0.6112449	 8.546803	 217	 24.29032258064516	 1543	 2	 4.306377364193789	 52.3259	 1.0	 0.9643009354441946	 1.0	 0.7	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
77	 0.20657778	 0.10402409	 0.39655173	 3074	 2551	 2190	 884	 1463	 1088	 0.4208889	 0.3180605	 0.6113717	 8.688093	 214	 24.60747663551402	 1210	 2	 4.6826119818420056	 52.3259	 1.0	 0.9566505077843354	 1.0	 0.71794873	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
78	 0.20408888	 0.10265535	 0.39198783	 3096	 2529	 2211	 885	 1442	 1087	 0.41831112	 0.31515193	 0.6094067	 8.768696	 197	 26.761421319796955	 2304	 2	 4.609303931899483	 52.3259	 1.0	 0.9547490501766882	 1.0	 0.59090906	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
79	 0.20302223	 0.1029291	 0.38843814	 3052	 2573	 2183	 869	 1470	 1103	 0.4175111	 0.3160074	 0.60554004	 8.693501	 200	 26.35	 1314	 2	 5.102662771940231	 52.3259	 1.0	 0.951960043311119	 1.0	 0.70212764	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
80	 0.21084444	 0.09307419	 0.4290061	 3050	 2575	 2159	 891	 1494	 1081	 0.42222223	 0.32025048	 0.61111814	 8.624854	 209	 25.263157894736842	 1549	 2	 4.8045430440081365	 52.3259	 1.0	 0.9561143046931216	 1.0	 0.7037037	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
81	 0.2144	 0.11086778	 0.4061866	 3066	 2559	 2172	 894	 1481	 1078	 0.42213333	 0.32049	 0.6104209	 8.756345	 206	 25.558252427184467	 1701	 2	 4.4112819520015165	 52.3259	 1.0	 0.9624380778919146	 1.0	 0.6875	 0.45	 0.35	 2.0	 1000.0	 0	 0.0	 75
