StepCounter	 Dynamics	 ConfDynamics	 NConDynamics	  Zeros	  Ones	 ConfZeros	 NConfZeros	 ConfOnes	 NConfOnes	 Stress	 ConfStress	 NConStress	 frameRate	 NofClusters	 MnClustersSize	 MaxClustersSize	 MinClustersSize	 MnClustersDiam	 MaxClustersDiam	 MinClustersDiam	 MnClustersBRat	 MaxClustersBRat	 MinClustersBRat	 RatioA	 RatioB	 Noise	 MaxStrengh	 Distribution	 Bias	 N
10	 0.030933334	 0.021089958	 0.22846442	 3763	 1862	 3690	 73	 1668	 194	 0.16177778	 0.13281542	 0.7429775	 8.2707	 21	 262.14285714285717	 3740	 2	 12.698565585272652	 52.3259	 1.0	 0.6950495101156688	 1.0	 0.31256685	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
11	 0.030222222	 0.019596865	 0.2434457	 3791	 1834	 3717	 74	 1641	 193	 0.15911111	 0.12945595	 0.7542135	 8.180989	 21	 261.95238095238096	 3772	 2	 12.437704018184117	 52.3259	 1.0	 0.7133287148816245	 1.0	 0.3062036	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
12	 0.031466667	 0.021276595	 0.23595506	 3822	 1803	 3751	 71	 1607	 196	 0.15697777	 0.12714632	 0.755618	 8.358045	 23	 239.30434782608697	 3805	 2	 11.428200835766999	 52.3259	 1.0	 0.7292083748008894	 1.0	 0.30065703	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
13	 0.028622223	 0.019223591	 0.21722846	 3843	 1782	 3770	 73	 1588	 194	 0.15413333	 0.124136806	 0.7560862	 8.220362	 23	 239.04347826086956	 3823	 2	 11.871240045713341	 52.3259	 1.0	 0.7360316722289376	 1.0	 0.2953178	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
14	 0.028622223	 0.019970138	 0.20224719	 3850	 1775	 3783	 67	 1575	 200	 0.15297778	 0.1227137	 0.7602996	 8.10683	 21	 261.9047619047619	 3830	 2	 11.589210862205142	 52.3259	 1.0	 0.7631519195579347	 1.0	 0.2926893	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
15	 0.025777778	 0.016610676	 0.20973782	 3841	 1784	 3774	 67	 1584	 200	 0.1520889	 0.121360585	 0.7687266	 8.265522	 20	 275.0	 3821	 2	 11.93671029806137	 52.3259	 1.0	 0.7476824074983597	 1.0	 0.29102328	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
16	 0.023822222	 0.01343785	 0.23220974	 3851	 1774	 3780	 71	 1578	 196	 0.1520889	 0.120567374	 0.7846442	 8.428272	 20	 274.75	 3828	 2	 12.011735093593597	 52.3259	 1.0	 0.756811136007309	 1.0	 0.28996864	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
17	 0.020444445	 0.01343785	 0.1610487	 3868	 1757	 3798	 70	 1560	 197	 0.15093334	 0.11919093	 0.78792137	 8.555599	 21	 261.6190476190476	 3847	 2	 11.975964251018706	 52.3259	 1.0	 0.7446155874502092	 1.0	 0.28827658	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
18	 0.020444445	 0.011571482	 0.19850187	 3879	 1746	 3806	 73	 1552	 194	 0.15022223	 0.11837439	 0.78932583	 8.503609	 20	 274.7	 3860	 2	 12.336723065376281	 52.3259	 1.0	 0.7339129135012626	 1.0	 0.28575128	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
19	 0.0256	 0.014744308	 0.2434457	 3893	 1732	 3825	 68	 1533	 199	 0.14862221	 0.11702128	 0.7827715	 8.603853	 20	 274.85	 3877	 2	 12.25509831905365	 52.3259	 1.0	 0.7325967222452163	 1.0	 0.2842404	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
20	 0.023288889	 0.012318029	 0.2434457	 3900	 1725	 3829	 71	 1529	 196	 0.1472	 0.11566816	 0.77996254	 8.576471	 19	 289.05263157894734	 3882	 2	 12.925657573499178	 52.3259	 1.0	 0.7227842023498133	 1.0	 0.2812983	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
21	 0.02631111	 0.017170586	 0.20973782	 3910	 1715	 3839	 71	 1519	 196	 0.14702222	 0.11576148	 0.77434456	 8.723585	 19	 289.2631578947368	 3793	 2	 13.596492917914139	 52.3259	 1.0	 0.6944963837924757	 1.0	 0.27761665	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
22	 0.024355555	 0.013997761	 0.23220974	 3911	 1714	 3840	 71	 1518	 196	 0.14657778	 0.11506159	 0.7790262	 8.514368	 20	 274.5	 3791	 2	 13.737938642501831	 52.3259	 1.0	 0.6872518047690391	 1.0	 0.27538908	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
23	 0.026488889	 0.018290406	 0.19101124	 3906	 1719	 3840	 66	 1518	 201	 0.14524445	 0.113778464	 0.7766854	 8.44342	 19	 289.0	 3786	 2	 13.611260439220228	 52.3259	 1.0	 0.7029727132696855	 1.0	 0.27284732	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
24	 0.027377779	 0.017730497	 0.22097379	 3904	 1721	 3837	 67	 1521	 200	 0.14497778	 0.113055244	 0.7855805	 8.308288	 19	 288.7368421052632	 3784	 2	 13.369575469117416	 52.3259	 1.0	 0.6937613722525144	 1.0	 0.272463	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
25	 0.026666667	 0.015677491	 0.24719101	 3916	 1709	 3851	 65	 1507	 202	 0.14435555	 0.112472005	 0.78417605	 8.18854	 19	 289.0	 3896	 2	 13.316796804729261	 52.3259	 1.0	 0.6972123980522156	 1.0	 0.2741273	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
26	 0.021866666	 0.012877939	 0.20224719	 3929	 1696	 3862	 67	 1496	 200	 0.14364444	 0.11160881	 0.78651685	 8.3333025	 20	 274.7	 3908	 2	 12.566378903388976	 52.3259	 1.0	 0.7181809693574905	 1.0	 0.27149436	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
27	 0.025244445	 0.013811124	 0.25468165	 3939	 1686	 3866	 73	 1492	 194	 0.14275555	 0.11072228	 0.7855805	 8.499024	 19	 288.89473684210526	 3918	 2	 13.002709062475907	 52.3259	 1.0	 0.7020256503632194	 1.0	 0.27003574	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
28	 0.023644444	 0.015490855	 0.18726592	 3942	 1683	 3875	 67	 1483	 200	 0.14133333	 0.1095558	 0.7790262	 8.225479	 21	 261.5238095238095	 3922	 2	 11.745665527525402	 52.3259	 1.0	 0.7379460604417891	 1.0	 0.26772055	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
29	 0.024177779	 0.015677491	 0.19475655	 3946	 1679	 3885	 61	 1473	 206	 0.14186667	 0.10948581	 0.7916667	 8.127468	 20	 274.25	 3924	 2	 12.357644414901733	 52.3259	 1.0	 0.718883952498436	 1.0	 0.26732925	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
30	 0.021333333	 0.011011572	 0.22846442	 3946	 1679	 3878	 68	 1480	 199	 0.14177778	 0.10883259	 0.80290264	 8.301404	 20	 274.25	 3923	 2	 12.304092979431152	 52.3259	 1.0	 0.7174139976501465	 1.0	 0.2671425	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
31	 0.027555555	 0.017357223	 0.23220974	 3955	 1670	 3885	 70	 1473	 197	 0.14071111	 0.10780609	 0.80103	 8.172061	 21	 261.2857142857143	 3932	 2	 11.762370609101795	 52.3259	 1.0	 0.7402498920758566	 1.0	 0.26373348	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
32	 0.017422222	 0.011384845	 0.13857678	 3971	 1654	 3902	 69	 1456	 198	 0.14035556	 0.10761945	 0.79728466	 8.350351	 21	 261.1904761904762	 3948	 2	 11.715173675900413	 52.3259	 1.0	 0.7421971204734984	 1.0	 0.26291794	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
33	 0.020444445	 0.01343785	 0.1610487	 3970	 1655	 3904	 66	 1454	 201	 0.13991112	 0.1072695	 0.7949438	 8.251852	 21	 261.2857142857143	 3948	 2	 11.562330700102306	 52.3259	 1.0	 0.7396629637195951	 1.0	 0.2641844	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
34	 0.021155555	 0.01343785	 0.17602997	 3975	 1650	 3906	 69	 1452	 198	 0.13884445	 0.106243	 0.79307115	 8.411071	 21	 261.23809523809524	 3953	 2	 11.591425532386417	 52.3259	 1.0	 0.7388706079551152	 1.0	 0.2613205	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
35	 0.021333333	 0.012131392	 0.2059925	 3985	 1640	 3919	 66	 1439	 201	 0.13848889	 0.10612635	 0.78792137	 8.417529	 22	 249.22727272727272	 3962	 2	 11.03153046694669	 52.3259	 1.0	 0.7457099529829893	 1.0	 0.2599697	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
36	 0.022577778	 0.011944756	 0.23595506	 3972	 1653	 3901	 71	 1457	 196	 0.13813333	 0.10551979	 0.792603	 8.576548	 22	 249.4090909090909	 3950	 2	 11.231958519328725	 52.3259	 1.0	 0.7324345342137597	 1.0	 0.26151899	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
37	 0.01991111	 0.011011572	 0.19850187	 3982	 1643	 3912	 70	 1446	 197	 0.13786666	 0.10491321	 0.7991573	 8.473242	 22	 249.3181818181818	 3959	 2	 11.114306162704121	 52.3259	 1.0	 0.7470917376604947	 1.0	 0.2609245	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
38	 0.022577778	 0.013811124	 0.19850187	 3989	 1636	 3920	 69	 1438	 198	 0.13733333	 0.10451661	 0.79588014	 8.615262	 21	 261.23809523809524	 3966	 2	 11.517144929795037	 52.3259	 1.0	 0.7375152621950422	 1.0	 0.25769037	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
39	 0.024	 0.013811124	 0.22846442	 4000	 1625	 3934	 66	 1424	 201	 0.1376	 0.10412001	 0.80945694	 8.614429	 20	 274.05	 3977	 2	 11.988570499420167	 52.3259	 1.0	 0.7387249588966369	 1.0	 0.25798342	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
40	 0.021333333	 0.012691303	 0.19475655	 4010	 1615	 3936	 74	 1422	 193	 0.13617778	 0.102930196	 0.8033708	 8.546457	 20	 274.0	 3987	 2	 11.809238123893739	 52.3259	 1.0	 0.7444329023361206	 1.0	 0.25558063	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
41	 0.020622222	 0.014557671	 0.1423221	 4026	 1599	 3954	 72	 1404	 195	 0.13617778	 0.103093505	 0.80009365	 8.689423	 20	 274.15	 4004	 2	 11.814778828620911	 52.3259	 1.0	 0.7555988416075706	 1.0	 0.2544955	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
42	 0.021333333	 0.012504666	 0.19850187	 4034	 1591	 3963	 71	 1395	 196	 0.13546667	 0.10241695	 0.7986891	 8.80618	 21	 260.95238095238096	 4013	 2	 11.236814078830538	 52.3259	 1.0	 0.7582964272726149	 1.0	 0.25417393	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
43	 0.0224	 0.012504666	 0.22097379	 4046	 1579	 3976	 70	 1382	 197	 0.1344	 0.1012738	 0.7991573	 8.736241	 21	 261.14285714285717	 4025	 2	 11.074991555440993	 52.3259	 1.0	 0.7386355769066584	 1.0	 0.25192547	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
44	 0.024355555	 0.014744308	 0.21722846	 4059	 1566	 3993	 66	 1365	 201	 0.13431111	 0.100807205	 0.80664796	 8.864077	 20	 274.1	 4037	 2	 11.639804434776305	 52.3259	 1.0	 0.75962443202734	 1.0	 0.25191975	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
45	 0.022222223	 0.012318029	 0.22097379	 4060	 1565	 3993	 67	 1365	 200	 0.13422222	 0.100643896	 0.8080524	 8.682101	 20	 273.85	 4038	 2	 11.496977996826171	 52.3259	 1.0	 0.750774684548378	 1.0	 0.25185734	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
46	 0.021511111	 0.012318029	 0.2059925	 4055	 1570	 3989	 66	 1369	 201	 0.13368888	 0.100153975	 0.80664796	 8.626825	 19	 288.2105263157895	 4030	 2	 12.226677718915438	 52.3259	 1.0	 0.7449214497679159	 1.0	 0.24937965	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
47	 0.021511111	 0.011571482	 0.22097379	 4062	 1563	 3995	 67	 1363	 200	 0.13306667	 0.09940743	 0.8085206	 8.758368	 20	 273.75	 4037	 2	 11.56091833114624	 52.3259	 1.0	 0.7350539095699787	 1.0	 0.2477087	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
48	 0.018844444	 0.009705114	 0.20224719	 4070	 1555	 4009	 61	 1349	 206	 0.13235556	 0.0989875	 0.8019663	 8.636569	 20	 273.9	 4048	 2	 11.499587202072144	 52.3259	 1.0	 0.7346288725733757	 1.0	 0.24827075	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
49	 0.017777778	 0.010078387	 0.17228465	 4062	 1563	 4003	 59	 1355	 208	 0.13208888	 0.098847516	 0.7991573	 8.480516	 19	 288.2631578947368	 4043	 2	 11.963212439888402	 52.3259	 1.0	 0.7176256015112525	 1.0	 0.24907248	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
50	 0.0192	 0.011198209	 0.17977528	 4070	 1555	 4001	 69	 1357	 198	 0.13235556	 0.098427586	 0.81320226	 8.544638	 20	 273.95	 4049	 2	 11.342263460159302	 52.3259	 1.0	 0.7467804089188576	 1.0	 0.2494443	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
51	 0.020444445	 0.011571482	 0.19850187	 4069	 1556	 3995	 74	 1363	 193	 0.13182223	 0.097867675	 0.81320226	 8.420732	 20	 273.65	 4045	 2	 11.240777254104614	 52.3259	 1.0	 0.7419968120753765	 1.0	 0.24771322	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
52	 0.01991111	 0.010638298	 0.2059925	 4085	 1540	 4008	 77	 1350	 190	 0.13146667	 0.09716779	 0.81975657	 8.572457	 18	 303.8888888888889	 4062	 2	 12.16589789920383	 52.3259	 1.0	 0.7119361758232117	 1.0	 0.24741507	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
53	 0.021866666	 0.013064576	 0.19850187	 4084	 1541	 4024	 60	 1334	 207	 0.13164444	 0.09707447	 0.82537454	 8.441106	 19	 287.94736842105266	 4063	 2	 11.506359953629342	 52.3259	 1.0	 0.7156316739948172	 1.0	 0.24858479	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
54	 0.018666666	 0.010265024	 0.18726592	 4095	 1530	 4035	 60	 1323	 207	 0.13075556	 0.096491225	 0.81835204	 8.305633	 19	 287.94736842105266	 4075	 2	 11.555297475112113	 52.3259	 1.0	 0.7163489225663637	 1.0	 0.24711657	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
55	 0.020622222	 0.012131392	 0.19101124	 4101	 1524	 4040	 61	 1318	 206	 0.13155556	 0.09698115	 0.82537454	 8.190752	 20	 273.55	 4081	 2	 10.886203813552857	 52.3259	 1.0	 0.7315930105745793	 1.0	 0.24822347	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
56	 0.017244445	 0.010078387	 0.1610487	 4116	 1509	 4058	 58	 1300	 209	 0.13022222	 0.09562803	 0.8244382	 8.354067	 20	 273.7	 4099	 2	 10.873920559883118	 52.3259	 1.0	 0.7465480200946331	 1.0	 0.24737741	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
57	 0.017244445	 0.010451661	 0.15355805	 4123	 1502	 4064	 59	 1294	 208	 0.12888889	 0.09462486	 0.8164794	 8.519765	 19	 287.7894736842105	 4104	 2	 11.206576974768387	 52.3259	 1.0	 0.730191210382863	 1.0	 0.24390838	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
58	 0.020088889	 0.011011572	 0.20224719	 4138	 1487	 4071	 67	 1287	 200	 0.1288	 0.0944149	 0.81882024	 8.3642025	 19	 287.8421052631579	 4120	 2	 11.144550198002866	 52.3259	 1.0	 0.7301355529772607	 1.0	 0.2434466	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
59	 0.017244445	 0.010078387	 0.1610487	 4135	 1490	 4077	 58	 1281	 209	 0.12888889	 0.09422826	 0.8244382	 8.388703	 19	 287.63157894736844	 4114	 2	 11.189705522436844	 52.3259	 1.0	 0.7330915096559023	 1.0	 0.24258628	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
60	 0.019555556	 0.010078387	 0.20973782	 4145	 1480	 4087	 58	 1271	 209	 0.12853333	 0.093948305	 0.82256556	 8.4775095	 19	 287.7894736842105	 4124	 2	 11.208199174780594	 52.3259	 1.0	 0.7329015143607792	 1.0	 0.24199806	 0.45	 0.05	 2.0	 1000.0	 0	 0.0	 75
