StepCounter	 Dynamics	 ConfDynamics	 NConDynamics	  Zeros	  Ones	 ConfZeros	 NConfZeros	 ConfOnes	 NConfOnes	 Stress	 ConfStress	 NConStress	 frameRate	 NofClusters	 MnClustersSize	 MaxClustersSize	 MinClustersSize	 MnClustersDiam	 MaxClustersDiam	 MinClustersDiam	 MnClustersBRat	 MaxClustersBRat	 MinClustersBRat	 RatioA	 RatioB	 Noise	 MaxStrengh	 Distribution	 Bias	 N
241	 0.4288	 0.35532406	 0.442134	 2811	 2814	 424	 2387	 440	 2374	 0.5728889	 0.49551505	 0.5869303	 8.297014	 560	 9.532142857142857	 201	 2	 3.921719153225422	 32.280025	 1.0	 0.9940777714763369	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
242	 0.41404444	 0.33449075	 0.4284814	 2802	 2823	 417	 2385	 447	 2376	 0.57982224	 0.494647	 0.59527934	 8.315179	 546	 9.835164835164836	 235	 2	 4.11252931710128	 39.92493	 1.0	 0.9953715664781494	 1.0	 0.85714287	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
243	 0.40355554	 0.33680555	 0.41566896	 2824	 2801	 438	 2386	 426	 2375	 0.57564443	 0.4965278	 0.5900021	 8.331784	 578	 9.333910034602075	 143	 2	 3.998599638782158	 39.217342	 1.0	 0.9948025757259976	 1.0	 0.85714287	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
244	 0.40906668	 0.34837964	 0.42007983	 2805	 2820	 425	 2380	 439	 2381	 0.57475555	 0.4830729	 0.5913936	 8.3501835	 563	 9.564831261101244	 162	 2	 4.11080887347301	 31.06445	 1.0	 0.9947189429301775	 1.0	 0.8181818	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
245	 0.40213335	 0.2951389	 0.4215501	 2831	 2794	 432	 2399	 432	 2362	 0.5729778	 0.48770255	 0.58845305	 8.3914175	 564	 9.540780141843971	 102	 2	 3.9416504183136825	 21.633308	 1.0	 0.9943164414759224	 1.0	 0.85714287	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
246	 0.4039111	 0.3287037	 0.41755933	 2789	 2836	 420	 2369	 444	 2392	 0.5733333	 0.48480904	 0.58939826	 8.437651	 503	 10.701789264413518	 176	 2	 4.383283591886638	 29.206163	 1.0	 0.9929672626567408	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
247	 0.41617778	 0.3263889	 0.43247217	 2810	 2815	 442	 2368	 422	 2393	 0.5736	 0.4923322	 0.58834803	 8.572698	 518	 10.372586872586872	 183	 2	 4.243838886496643	 36.619667	 1.0	 0.9939017557039224	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
248	 0.41973335	 0.3425926	 0.43373242	 2833	 2792	 444	 2389	 420	 2372	 0.5725333	 0.49681714	 0.5862739	 8.557675	 568	 9.429577464788732	 141	 2	 4.001493493226213	 27.294687	 1.0	 0.994445653973331	 1.0	 0.72727275	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
249	 0.41955554	 0.35300925	 0.431632	 2829	 2796	 427	 2402	 437	 2359	 0.5759111	 0.49971065	 0.58973956	 8.556669	 537	 10.001862197392924	 159	 2	 4.227324445154414	 36.687874	 1.0	 0.991526389255204	 1.0	 0.8	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
250	 0.40924445	 0.33217594	 0.4232304	 2825	 2800	 422	 2403	 442	 2358	 0.5782222	 0.4956597	 0.5932052	 8.547997	 572	 9.402097902097902	 154	 2	 3.897634161310596	 39.217342	 1.0	 0.9946749724083014	 1.0	 0.8333333	 0.45	 0.85	 2.0	 1000.0	 0	 0.0	 75
