StepCounter	 Dynamics	 ConfDynamics	 NConDynamics	  Zeros	  Ones	 ConfZeros	 NConfZeros	 ConfOnes	 NConfOnes	 Stress	 ConfStress	 NConStress	 frameRate	 NofClusters	 MnClustersSize	 MaxClustersSize	 MinClustersSize	 MnClustersDiam	 MaxClustersDiam	 MinClustersDiam	 MnClustersBRat	 MaxClustersBRat	 MinClustersBRat	 RatioA	 RatioB	 Noise	 MaxStrengh	 Distribution	 Bias	 N
16	 0.031111112	 0.020860495	 0.24609375	 3908	 1717	 3828	 80	 1541	 176	 0.14426666	 0.11491898	 0.7597656	 8.906457	 20	 275.65	 3883	 2	 13.427728062868118	 52.3259	 1.0	 0.7279528006911278	 1.0	 0.26731908	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
17	 0.023822222	 0.013969081	 0.23046875	 3916	 1709	 3839	 77	 1530	 179	 0.14382222	 0.113708325	 0.7753906	 8.740223	 20	 275.25	 3889	 2	 13.252277892827987	 52.3259	 1.0	 0.7316420167684555	 1.0	 0.26716378	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
18	 0.026844444	 0.016390389	 0.24609375	 3943	 1682	 3863	 80	 1506	 176	 0.14284444	 0.11273049	 0.77441406	 8.80943	 20	 275.35	 3921	 2	 13.166840183734895	 52.3259	 1.0	 0.7260268673300743	 1.0	 0.2662586	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
19	 0.025777778	 0.013410319	 0.28515625	 3940	 1685	 3873	 67	 1496	 189	 0.14097778	 0.11107748	 0.7680664	 8.918759	 21	 262.3809523809524	 3919	 2	 13.270374706813268	 52.3259	 1.0	 0.7171975558712369	 1.0	 0.26435316	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
20	 0.024	 0.015086608	 0.2109375	 3941	 1684	 3874	 67	 1495	 189	 0.13991112	 0.11012293	 0.76464844	 8.746141	 21	 262.3333333333333	 3919	 2	 13.159788211186727	 52.3259	 1.0	 0.7182223087265378	 1.0	 0.2615463	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
21	 0.020977778	 0.010989011	 0.23046875	 3947	 1678	 3877	 70	 1492	 186	 0.13982221	 0.1097737	 0.77001953	 8.605568	 21	 262.23809523809524	 3925	 2	 13.112362850280036	 52.3259	 1.0	 0.7266557670774914	 1.0	 0.25961784	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
22	 0.026488889	 0.013782827	 0.29296875	 3952	 1673	 3875	 77	 1494	 179	 0.13902222	 0.108842425	 0.77197266	 8.736994	 21	 262.2857142857143	 3929	 2	 13.049133130482264	 52.3259	 1.0	 0.7244943536463238	 1.0	 0.259099	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
23	 0.025422223	 0.014341591	 0.2578125	 3963	 1662	 3890	 73	 1479	 183	 0.13822222	 0.107911155	 0.7739258	 8.768135	 21	 262.0952380952381	 3939	 2	 12.992290814717611	 52.3259	 1.0	 0.7333649538812184	 1.0	 0.25742576	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
24	 0.02631111	 0.018811697	 0.18359375	 3987	 1638	 3911	 76	 1458	 180	 0.1368	 0.10616502	 0.7792969	 8.888804	 21	 262.23809523809524	 3965	 2	 12.580531790142967	 52.3259	 1.0	 0.7319728277978443	 1.0	 0.25397226	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
25	 0.025777778	 0.017507916	 0.19921875	 3996	 1629	 3921	 75	 1448	 181	 0.13537778	 0.10476811	 0.77734375	 8.742525	 22	 250.27272727272728	 3971	 2	 11.897660959850658	 52.3259	 1.0	 0.7447566511956129	 1.0	 0.25107026	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
26	 0.022577778	 0.014155336	 0.19921875	 4003	 1622	 3931	 72	 1438	 184	 0.1344	 0.103604026	 0.78027344	 8.859035	 20	 275.1	 3979	 2	 12.149503082036972	 52.3259	 1.0	 0.7440163366496563	 1.0	 0.24956019	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
27	 0.020622222	 0.011175266	 0.21875	 4007	 1618	 3931	 76	 1438	 180	 0.13431111	 0.10313839	 0.78808594	 8.70871	 20	 275.0	 3980	 2	 12.926912438869476	 52.3259	 1.0	 0.7315430857241154	 1.0	 0.24723618	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
28	 0.01671111	 0.00968523	 0.1640625	 4005	 1620	 3935	 70	 1434	 186	 0.13404444	 0.10288229	 0.78759766	 8.61196	 21	 261.9047619047619	 3978	 2	 12.264543947719392	 52.3259	 1.0	 0.7431509672176271	 1.0	 0.24886878	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
29	 0.021866666	 0.013782827	 0.19140625	 4020	 1605	 3943	 77	 1426	 179	 0.13368888	 0.1022304	 0.79345703	 8.451882	 20	 274.95	 3995	 2	 12.817406475543976	 52.3259	 1.0	 0.7279179200530053	 1.0	 0.24806008	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
30	 0.01991111	 0.012665301	 0.171875	 4030	 1595	 3965	 65	 1404	 191	 0.13324444	 0.10181133	 0.79248047	 8.267023	 20	 274.9	 4007	 2	 12.653599059581756	 52.3259	 1.0	 0.7376827001571655	 1.0	 0.24681807	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
31	 0.022222223	 0.01303781	 0.21484375	 4043	 1582	 3967	 76	 1402	 180	 0.13226667	 0.10062395	 0.79589844	 8.372728	 19	 289.05263157894734	 4019	 2	 13.177024132327029	 52.3259	 1.0	 0.7241129522260866	 1.0	 0.24433939	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
32	 0.022222223	 0.012851555	 0.21875	 4054	 1571	 3980	 74	 1389	 182	 0.13244444	 0.10055411	 0.80126953	 8.529267	 19	 289.1578947368421	 4029	 2	 12.475633483184012	 52.3259	 1.0	 0.7537620357776943	 1.0	 0.24422933	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
33	 0.0224	 0.013782827	 0.203125	 4056	 1569	 3988	 68	 1381	 188	 0.13182223	 0.10008847	 0.7973633	 8.479373	 18	 305.1111111111111	 4031	 2	 13.107191820939383	 52.3259	 1.0	 0.7532079766194025	 1.0	 0.24435624	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
34	 0.024177779	 0.013969081	 0.23828125	 4080	 1545	 4005	 75	 1364	 181	 0.1296	 0.0983889	 0.7841797	 8.354029	 16	 343.3125	 4058	 2	 14.422113060951233	 52.3259	 1.0	 0.7240587081760168	 1.0	 0.23952687	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
35	 0.023466667	 0.013782827	 0.2265625	 4084	 1541	 4001	 83	 1368	 173	 0.12853333	 0.09729465	 0.7836914	 8.52063	 17	 323.1764705882353	 4063	 2	 14.305305032169118	 52.3259	 1.0	 0.6993459279046339	 1.0	 0.23750924	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
36	 0.022755556	 0.012665301	 0.234375	 4078	 1547	 4001	 77	 1368	 179	 0.13004445	 0.09808624	 0.80029297	 8.402823	 18	 305.1111111111111	 4056	 2	 13.662345588207245	 52.3259	 1.0	 0.7179847301708328	 1.0	 0.24013807	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
37	 0.020977778	 0.012851555	 0.19140625	 4088	 1537	 4012	 76	 1357	 180	 0.12853333	 0.09680574	 0.7939453	 8.324151	 17	 323.05882352941177	 4066	 2	 13.495219847735237	 52.3259	 1.0	 0.7398795117350185	 1.0	 0.23733398	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
38	 0.019555556	 0.012106538	 0.17578125	 4088	 1537	 4017	 71	 1352	 185	 0.12746666	 0.095990874	 0.78759766	 8.239445	 16	 343.3125	 4066	 2	 14.40419103950262	 52.3259	 1.0	 0.7635674541816115	 1.0	 0.23585834	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
39	 0.022755556	 0.012106538	 0.24609375	 4110	 1515	 4032	 78	 1337	 178	 0.12746666	 0.09580462	 0.7915039	 8.409186	 18	 305.1666666666667	 4087	 2	 12.783592879772186	 52.3259	 1.0	 0.7547591494189368	 1.0	 0.23415709	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
40	 0.022755556	 0.011920284	 0.25	 4096	 1529	 4026	 70	 1343	 186	 0.12826666	 0.096270256	 0.7993164	 8.264071	 18	 305.05555555555554	 4073	 2	 12.761062324047089	 52.3259	 1.0	 0.7540661527050866	 1.0	 0.23618954	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
41	 0.020266667	 0.0104302475	 0.2265625	 4104	 1521	 4034	 70	 1335	 186	 0.12817778	 0.096084	 0.80126953	 8.433664	 18	 305.05555555555554	 4081	 2	 12.761062324047089	 52.3259	 1.0	 0.7640435058209631	 1.0	 0.23646165	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
42	 0.020444445	 0.013410319	 0.16796875	 4129	 1496	 4048	 81	 1321	 175	 0.12737778	 0.0958279	 0.7890625	 8.334406	 19	 288.94736842105266	 4107	 2	 12.76918247498964	 52.3259	 1.0	 0.7466461791803962	 1.0	 0.23423423	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
43	 0.019377777	 0.009498975	 0.2265625	 4126	 1499	 4047	 79	 1322	 177	 0.12684445	 0.095129445	 0.7919922	 8.256572	 18	 305.1666666666667	 4104	 2	 12.64517574177848	 52.3259	 1.0	 0.7707376248306699	 1.0	 0.23440546	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
44	 0.020266667	 0.010057739	 0.234375	 4118	 1507	 4051	 67	 1318	 189	 0.12666667	 0.09487335	 0.79345703	 8.296238	 18	 305.27777777777777	 4095	 2	 12.540314316749573	 52.3259	 1.0	 0.7636333248681493	 1.0	 0.23443224	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
45	 0.017777778	 0.008753958	 0.20703125	 4130	 1495	 4062	 68	 1307	 188	 0.12551111	 0.093942076	 0.78759766	 8.18892	 18	 305.3888888888889	 4108	 2	 12.392711301644644	 52.3259	 1.0	 0.756873928838306	 1.0	 0.2322298	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
46	 0.0224	 0.011547774	 0.25	 4132	 1493	 4064	 68	 1305	 188	 0.1256889	 0.093546286	 0.7998047	 8.360028	 17	 323.3529411764706	 4110	 2	 13.103855757152333	 52.3259	 1.0	 0.782078306464588	 1.0	 0.23163018	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
47	 0.021866666	 0.011734028	 0.234375	 4147	 1478	 4079	 68	 1290	 188	 0.124977775	 0.092801265	 0.7998047	 8.5342045	 17	 323.29411764705884	 4123	 2	 12.956886607057909	 52.3259	 1.0	 0.7487911248908323	 1.0	 0.22920203	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
48	 0.020977778	 0.011175266	 0.2265625	 4161	 1464	 4093	 68	 1276	 188	 0.12444445	 0.092126094	 0.8022461	 8.24666	 17	 323.3529411764706	 4140	 2	 12.86782931580263	 52.3259	 1.0	 0.7577561385491315	 1.0	 0.22850242	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
49	 0.021511111	 0.010243993	 0.2578125	 4162	 1463	 4098	 64	 1271	 192	 0.12391111	 0.09168374	 0.7998047	 8.226891	 15	 366.26666666666665	 4142	 2	 14.475921527544658	 52.3259	 1.0	 0.7613457312186559	 1.0	 0.22839208	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
50	 0.01848889	 0.008381449	 0.23046875	 4170	 1455	 4101	 69	 1268	 187	 0.123733334	 0.09131123	 0.80371094	 8.3990345	 15	 366.2	 4150	 2	 14.431788595517476	 52.3259	 1.0	 0.7610281219085058	 1.0	 0.2286747	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
51	 0.015466667	 0.007822686	 0.17578125	 4159	 1466	 4093	 66	 1276	 190	 0.1232	 0.091078416	 0.796875	 8.545581	 17	 323.11764705882354	 4137	 2	 13.216695995891795	 52.3259	 1.0	 0.7529488477636787	 1.0	 0.22649263	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
52	 0.019733334	 0.010989011	 0.203125	 4168	 1457	 4104	 64	 1265	 192	 0.123111114	 0.09096201	 0.7973633	 8.502485	 16	 343.125	 4145	 2	 13.908773049712181	 52.3259	 1.0	 0.7390100453048944	 1.0	 0.22509047	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
53	 0.02168889	 0.011547774	 0.234375	 4174	 1451	 4104	 70	 1265	 186	 0.123555556	 0.091334514	 0.7993164	 8.646964	 16	 343.4375	 4153	 2	 13.89201395213604	 52.3259	 1.0	 0.7425297675654292	 1.0	 0.22706477	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
54	 0.021155555	 0.012106538	 0.2109375	 4179	 1446	 4109	 70	 1260	 186	 0.12302222	 0.09089216	 0.796875	 8.776932	 16	 343.125	 4157	 2	 13.930159196257591	 52.3259	 1.0	 0.7376726092770696	 1.0	 0.22540294	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
55	 0.021155555	 0.010989011	 0.234375	 4178	 1447	 4118	 60	 1251	 196	 0.12257778	 0.090403244	 0.7973633	 8.405948	 15	 366.06666666666666	 4157	 2	 14.365753149986267	 52.3259	 1.0	 0.7577776153882344	 1.0	 0.22564349	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
56	 0.020088889	 0.01136152	 0.203125	 4189	 1436	 4119	 70	 1250	 186	 0.12275556	 0.09042652	 0.80078125	 8.424541	 15	 366.1333333333333	 4170	 2	 14.326672728856405	 52.3259	 1.0	 0.761195053656896	 1.0	 0.22517985	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
57	 0.019377777	 0.009871485	 0.21875	 4202	 1423	 4134	 68	 1235	 188	 0.1232	 0.0907059	 0.8046875	 8.572359	 16	 343.25	 4183	 2	 13.959420301020145	 52.3259	 1.0	 0.7404629094526172	 1.0	 0.22543629	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
58	 0.016177777	 0.009871485	 0.1484375	 4195	 1430	 4125	 70	 1244	 186	 0.12257778	 0.09000745	 0.80566406	 8.463795	 15	 366.0	 4177	 2	 14.228277929623921	 52.3259	 1.0	 0.7592528949181239	 1.0	 0.22552072	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
59	 0.014222222	 0.008567704	 0.1328125	 4189	 1436	 4123	 66	 1246	 190	 0.12177778	 0.08951853	 0.79833984	 8.380441	 16	 343.3125	 4172	 2	 13.869043968617916	 52.3259	 1.0	 0.7352851498872042	 1.0	 0.2250719	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
60	 0.019377777	 0.009312721	 0.23046875	 4194	 1431	 4127	 67	 1242	 189	 0.12151111	 0.089402124	 0.7949219	 8.45784	 16	 343.3125	 4176	 2	 13.787974819540977	 52.3259	 1.0	 0.7357221208512783	 1.0	 0.22461686	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
61	 0.019377777	 0.010057739	 0.21484375	 4209	 1416	 4143	 66	 1226	 190	 0.12133333	 0.089309	 0.79296875	 8.366412	 16	 343.5	 4192	 2	 13.798538908362389	 52.3259	 1.0	 0.7359694205224514	 1.0	 0.22304389	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
62	 0.018311111	 0.009498975	 0.203125	 4220	 1405	 4152	 68	 1217	 188	 0.120622225	 0.08851741	 0.7939453	 8.528845	 16	 343.375	 4204	 2	 13.713381096720695	 52.3259	 1.0	 0.737922296859324	 1.0	 0.22288297	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
63	 0.01848889	 0.007450177	 0.25	 4222	 1403	 4152	 70	 1217	 186	 0.12133333	 0.08905289	 0.79833984	 8.432691	 16	 343.4375	 4206	 2	 13.741397954523563	 52.3259	 1.0	 0.740093657746911	 1.0	 0.22396576	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
64	 0.017422222	 0.009312721	 0.1875	 4218	 1407	 4144	 74	 1225	 182	 0.120622225	 0.08837772	 0.796875	 8.581038	 16	 343.3125	 4201	 2	 13.731039009988308	 52.3259	 1.0	 0.7360000628978014	 1.0	 0.2228041	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
65	 0.01671111	 0.008753958	 0.18359375	 4220	 1405	 4157	 63	 1212	 193	 0.12026667	 0.088005215	 0.796875	 8.339503	 16	 343.3125	 4204	 2	 13.656321749091148	 52.3259	 1.0	 0.7363104838877916	 1.0	 0.2240723	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
66	 0.01848889	 0.007636431	 0.24609375	 4222	 1403	 4156	 66	 1213	 190	 0.12106667	 0.08851741	 0.80371094	 8.501181	 16	 343.25	 4206	 2	 13.619356200098991	 52.3259	 1.0	 0.7398727592080832	 1.0	 0.22491679	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
67	 0.019377777	 0.010057739	 0.21484375	 4235	 1390	 4168	 67	 1201	 189	 0.11991111	 0.087749116	 0.7944336	 8.3861685	 17	 323.2352941176471	 4220	 2	 12.868137513889986	 52.3259	 1.0	 0.754709442748743	 1.0	 0.22298579	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
68	 0.01991111	 0.011734028	 0.19140625	 4239	 1386	 4173	 66	 1196	 190	 0.1208	 0.08835444	 0.80126953	 8.495523	 17	 323.1764705882353	 4224	 2	 12.857997487573062	 52.3259	 1.0	 0.7544925896560445	 1.0	 0.2237216	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
69	 0.016888889	 0.008381449	 0.1953125	 4250	 1375	 4180	 70	 1189	 186	 0.1208	 0.08842429	 0.7998047	 8.432978	 17	 323.2352941176471	 4235	 2	 12.860256573733162	 52.3259	 1.0	 0.7559743111624437	 1.0	 0.2231405	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
70	 0.014222222	 0.007450177	 0.15625	 4246	 1379	 4176	 70	 1193	 186	 0.12026667	 0.088144906	 0.7939453	 8.584234	 18	 305.3888888888889	 4229	 2	 12.189937313397726	 52.3259	 1.0	 0.7686309590935707	 1.0	 0.2227477	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
71	 0.019022223	 0.008940212	 0.23046875	 4237	 1388	 4166	 71	 1203	 185	 0.12026667	 0.08816819	 0.79345703	 8.607601	 17	 323.4117647058824	 4223	 2	 12.827010975164526	 52.3259	 1.0	 0.7531874460332534	 1.0	 0.22353777	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
72	 0.0176	 0.008753958	 0.203125	 4242	 1383	 4177	 65	 1192	 191	 0.12088889	 0.088401005	 0.8022461	 8.744015	 16	 343.3125	 4226	 2	 13.630010284483433	 52.3259	 1.0	 0.7405286002904177	 1.0	 0.22243255	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
73	 0.019377777	 0.010616502	 0.203125	 4243	 1382	 4184	 59	 1185	 197	 0.120355554	 0.08791209	 0.80078125	 8.707072	 16	 343.5	 4228	 2	 13.630387581884861	 52.3259	 1.0	 0.7406560834497213	 1.0	 0.22256386	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
74	 0.0192	 0.00968523	 0.21875	 4245	 1380	 4184	 61	 1185	 195	 0.12026667	 0.08788881	 0.7993164	 8.823634	 16	 343.375	 4229	 2	 13.590437673032284	 52.3259	 1.0	 0.7404131824150681	 1.0	 0.22227477	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
75	 0.017422222	 0.008753958	 0.19921875	 4257	 1368	 4191	 66	 1178	 190	 0.11964445	 0.08728348	 0.79833984	 8.699585	 16	 343.25	 4241	 2	 13.540999576449394	 52.3259	 1.0	 0.7390147401019931	 1.0	 0.22046687	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
76	 0.016533334	 0.008940212	 0.17578125	 4266	 1359	 4199	 67	 1170	 189	 0.11928889	 0.08691097	 0.79833984	 8.827	 16	 343.3125	 4251	 2	 13.578380964696407	 52.3259	 1.0	 0.7409684369340539	 1.0	 0.22065397	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
77	 0.016888889	 0.00800894	 0.203125	 4257	 1368	 4198	 59	 1171	 197	 0.11964445	 0.087260194	 0.7988281	 8.779405	 16	 343.1875	 4241	 2	 13.587078973650932	 52.3259	 1.0	 0.7409532321617007	 1.0	 0.22141005	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
78	 0.016355556	 0.008195194	 0.1875	 4273	 1352	 4202	 71	 1167	 185	 0.1208	 0.08784224	 0.8120117	 8.654601	 17	 322.8235294117647	 4255	 2	 12.779258994495168	 52.3259	 1.0	 0.7585199834669337	 1.0	 0.22209166	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
79	 0.014044444	 0.009312721	 0.11328125	 4266	 1359	 4206	 60	 1163	 196	 0.120622225	 0.08765599	 0.8120117	 8.531058	 17	 322.8235294117647	 4249	 2	 12.692736275055829	 52.3259	 1.0	 0.7555097735979978	 1.0	 0.22240527	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
80	 0.016177777	 0.009312721	 0.16015625	 4275	 1350	 4216	 59	 1153	 197	 0.11928889	 0.08677128	 0.80126953	 8.521907	 17	 323.05882352941177	 4260	 2	 12.70515434180989	 52.3259	 1.0	 0.75602107100627	 1.0	 0.22065727	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
81	 0.017777778	 0.0104302475	 0.171875	 4289	 1336	 4230	 59	 1139	 197	 0.118933335	 0.086282365	 0.80371094	 8.432744	 16	 343.3125	 4275	 2	 13.32379999011755	 52.3259	 1.0	 0.7424272606149316	 1.0	 0.22011696	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
82	 0.019377777	 0.008567704	 0.24609375	 4288	 1337	 4228	 60	 1141	 196	 0.11973333	 0.08677128	 0.81103516	 8.571143	 16	 343.0	 4273	 2	 13.351319156587124	 52.3259	 1.0	 0.7398009309545159	 1.0	 0.22021998	 0.45	 0.05	 2.0	 1000.0	 0	 7.0	 75
